Row ID,Column,Observation,Context Left,Match,Context Right
27,Comment for Q8,11,need to be able to fully grasp the importance of the course material as the exams for the chrpdesignation are heavily focused on compensation compensation mghd28h3-f-lec01-phanikiran radhakrishnan-12 4 20174 15 b b regular assistance upon request like office hours and,communication,with the professorvery useful course materials were available on quercus which were helpful and always posted in a timely manner office hoursn athere were office hours which the teachers had to offer and she was willing to help students out through
27,Comment for Q8,12,able to fully grasp the importance of the course material as the exams for the chrpdesignation are heavily focused on compensation compensation mghd28h3-f-lec01-phanikiran radhakrishnan-12 4 20174 15 b b regular assistance upon request like office hours and communication with the,professorvery,useful course materials were available on quercus which were helpful and always posted in a timely manner office hoursn athere were office hours which the teachers had to offer and she was willing to help students out through email or call
27,Comment for Q8,13,to fully grasp the importance of the course material as the exams for the chrpdesignation are heavily focused on compensation compensation mghd28h3-f-lec01-phanikiran radhakrishnan-12 4 20174 15 b b regular assistance upon request like office hours and communication with the professorvery,useful,course materials were available on quercus which were helpful and always posted in a timely manner office hoursn athere were office hours which the teachers had to offer and she was willing to help students out through email or call support
27,Comment for Q8,14,as the exams for the chrpdesignation are heavily focused on compensation compensation mghd28h3-f-lec01-phanikiran radhakrishnan-12 4 20174 15 b b regular assistance upon request like office hours and communication with the professorvery useful course materials were available on quercus which were,helpful,and always posted in a timely manner office hoursn athere were office hours which the teachers had to offer and she was willing to help students out through email or call support was always available the professor was always quick to
27,Comment for Q8,15,for the chrpdesignation are heavily focused on compensation compensation mghd28h3-f-lec01-phanikiran radhakrishnan-12 4 20174 15 b b regular assistance upon request like office hours and communication with the professorvery useful course materials were available on quercus which were helpful and always,posted,in a timely manner office hoursn athere were office hours which the teachers had to offer and she was willing to help students out through email or call support was always available the professor was always quick to respond and always
27,Comment for Q8,16,15 b b regular assistance upon request like office hours and communication with the professorvery useful course materials were available on quercus which were helpful and always posted in a timely manner office hoursn athere were office hours which the,teachers,had to offer and she was willing to help students out through email or call support was always available the professor was always quick to respond and always answered phone calls
27,Comment for Q8,17,b regular assistance upon request like office hours and communication with the professorvery useful course materials were available on quercus which were helpful and always posted in a timely manner office hoursn athere were office hours which the teachers had to,offer,and she was willing to help students out through email or call support was always available the professor was always quick to respond and always answered phone calls
27,Comment for Q8,18,assistance upon request like office hours and communication with the professorvery useful course materials were available on quercus which were helpful and always posted in a timely manner office hoursn athere were office hours which the teachers had to offer and,she,was willing to help students out through email or call support was always available the professor was always quick to respond and always answered phone calls
27,Comment for Q8,19,office hours and communication with the professorvery useful course materials were available on quercus which were helpful and always posted in a timely manner office hoursn athere were office hours which the teachers had to offer and she was willing to,help,students out through email or call support was always available the professor was always quick to respond and always answered phone calls
27,Comment for Q8,20,hours and communication with the professorvery useful course materials were available on quercus which were helpful and always posted in a timely manner office hoursn athere were office hours which the teachers had to offer and she was willing to help,students,out through email or call support was always available the professor was always quick to respond and always answered phone calls
27,Comment for Q8,21,with the professorvery useful course materials were available on quercus which were helpful and always posted in a timely manner office hoursn athere were office hours which the teachers had to offer and she was willing to help students out through,email,or call support was always available the professor was always quick to respond and always answered phone calls
27,Comment for Q8,22,professorvery useful course materials were available on quercus which were helpful and always posted in a timely manner office hoursn athere were office hours which the teachers had to offer and she was willing to help students out through email or,call,support was always available the professor was always quick to respond and always answered phone calls
27,Comment for Q8,23,useful course materials were available on quercus which were helpful and always posted in a timely manner office hoursn athere were office hours which the teachers had to offer and she was willing to help students out through email or call,support,was always available the professor was always quick to respond and always answered phone calls
27,Comment for Q8,24,on quercus which were helpful and always posted in a timely manner office hoursn athere were office hours which the teachers had to offer and she was willing to help students out through email or call support was always available the,professor,was always quick to respond and always answered phone calls
27,Comment for Q8,25,and always posted in a timely manner office hoursn athere were office hours which the teachers had to offer and she was willing to help students out through email or call support was always available the professor was always quick to,respond,and always answered phone calls
27,Comment for Q8,26,in a timely manner office hoursn athere were office hours which the teachers had to offer and she was willing to help students out through email or call support was always available the professor was always quick to respond and always,answered,phone calls
27,Comment for Q8,27,a timely manner office hoursn athere were office hours which the teachers had to offer and she was willing to help students out through email or call support was always available the professor was always quick to respond and always answered,phone,calls
28,Comment for Q7,1,b,professor's,lecture slides assignments or what she expects are messy and difficult to understand even after i ask forclarifications not sure what i got from each lecture i have attended professor radhakrishnan was very enthusiastic and clearly passionate about the students education
28,Comment for Q7,2,b professor's lecture slides assignments or what,she,expects are messy and difficult to understand even after i ask forclarifications not sure what i got from each lecture i have attended professor radhakrishnan was very enthusiastic and clearly passionate about the students education but the course material isincredibly dry
28,Comment for Q7,3,b professor's lecture slides assignments or what she expects are messy and difficult to understand even after i,ask,forclarifications not sure what i got from each lecture i have attended professor radhakrishnan was very enthusiastic and clearly passionate about the students education but the course material isincredibly dry and not at all mentally stimulating i believe the professor did
28,Comment for Q7,4,b professor's lecture slides assignments or what she expects are messy and difficult to understand even after i ask forclarifications not sure what i got from each lecture i have attended,professor,radhakrishnan was very enthusiastic and clearly passionate about the students education but the course material isincredibly dry and not at all mentally stimulating i believe the professor did her best to make the class as engaging as possible butspending two
28,Comment for Q7,5,b professor's lecture slides assignments or what she expects are messy and difficult to understand even after i ask forclarifications not sure what i got from each lecture i have attended professor radhakrishnan was very enthusiastic and clearly passionate about the,students,education but the course material isincredibly dry and not at all mentally stimulating i believe the professor did her best to make the class as engaging as possible butspending two hours in this class as opposed to studying for other
28,Comment for Q7,6,i ask forclarifications not sure what i got from each lecture i have attended professor radhakrishnan was very enthusiastic and clearly passionate about the students education but the course material isincredibly dry and not at all mentally stimulating i believe the,professor,did her best to make the class as engaging as possible butspending two hours in this class as opposed to studying for other classes or studying for this course independently is a poordecision in my opinion in xe2 x80 x93class
28,Comment for Q7,7,forclarifications not sure what i got from each lecture i have attended professor radhakrishnan was very enthusiastic and clearly passionate about the students education but the course material isincredibly dry and not at all mentally stimulating i believe the professor did,her,best to make the class as engaging as possible butspending two hours in this class as opposed to studying for other classes or studying for this course independently is a poordecision in my opinion in xe2 x80 x93class group class
28,Comment for Q7,8,clearly passionate about the students education but the course material isincredibly dry and not at all mentally stimulating i believe the professor did her best to make the class as engaging as possible butspending two hours in this class as,opposed,to studying for other classes or studying for this course independently is a poordecision in my opinion in xe2 x80 x93class group class exercises were stimulatinggreat and amusedinstructions given in class were very vague hard to complete assignments and professor
28,Comment for Q7,9,did her best to make the class as engaging as possible butspending two hours in this class as opposed to studying for other classes or studying for this course independently is a poordecision in my opinion in xe2 x80 x93class,group,class exercises were stimulatinggreat and amusedinstructions given in class were very vague hard to complete assignments and professor would not give us a proper reply in class instructions were very unclear often contradicted written instructions the professor taught very enthusiastically
28,Comment for Q7,10,opposed to studying for other classes or studying for this course independently is a poordecision in my opinion in xe2 x80 x93class group class exercises were stimulatinggreat and amusedinstructions given in class were very vague hard to complete assignments and,professor,would not give us a proper reply in class instructions were very unclear often contradicted written instructions the professor taught very enthusiastically and integrated interesting activities into the lectures she provided us the opportunity towrite journals and submit them in
28,Comment for Q7,11,for other classes or studying for this course independently is a poordecision in my opinion in xe2 x80 x93class group class exercises were stimulatinggreat and amusedinstructions given in class were very vague hard to complete assignments and professor would not,give,us a proper reply in class instructions were very unclear often contradicted written instructions the professor taught very enthusiastically and integrated interesting activities into the lectures she provided us the opportunity towrite journals and submit them in order to receive
28,Comment for Q7,12,other classes or studying for this course independently is a poordecision in my opinion in xe2 x80 x93class group class exercises were stimulatinggreat and amusedinstructions given in class were very vague hard to complete assignments and professor would not give,us,a proper reply in class instructions were very unclear often contradicted written instructions the professor taught very enthusiastically and integrated interesting activities into the lectures she provided us the opportunity towrite journals and submit them in order to receive participation
28,Comment for Q7,13,studying for this course independently is a poordecision in my opinion in xe2 x80 x93class group class exercises were stimulatinggreat and amusedinstructions given in class were very vague hard to complete assignments and professor would not give us a proper,reply,in class instructions were very unclear often contradicted written instructions the professor taught very enthusiastically and integrated interesting activities into the lectures she provided us the opportunity towrite journals and submit them in order to receive participation marks this further
28,Comment for Q7,14,course independently is a poordecision in my opinion in xe2 x80 x93class group class exercises were stimulatinggreat and amusedinstructions given in class were very vague hard to complete assignments and professor would not give us a proper reply in class,instructions,were very unclear often contradicted written instructions the professor taught very enthusiastically and integrated interesting activities into the lectures she provided us the opportunity towrite journals and submit them in order to receive participation marks this further proved that she
28,Comment for Q7,15,my opinion in xe2 x80 x93class group class exercises were stimulatinggreat and amusedinstructions given in class were very vague hard to complete assignments and professor would not give us a proper reply in class instructions were very unclear often contradicted,written,instructions the professor taught very enthusiastically and integrated interesting activities into the lectures she provided us the opportunity towrite journals and submit them in order to receive participation marks this further proved that she took into consideration thosewho were a
28,Comment for Q7,16,opinion in xe2 x80 x93class group class exercises were stimulatinggreat and amusedinstructions given in class were very vague hard to complete assignments and professor would not give us a proper reply in class instructions were very unclear often contradicted written,instructions,the professor taught very enthusiastically and integrated interesting activities into the lectures she provided us the opportunity towrite journals and submit them in order to receive participation marks this further proved that she took into consideration thosewho were a bit
28,Comment for Q7,17,xe2 x80 x93class group class exercises were stimulatinggreat and amusedinstructions given in class were very vague hard to complete assignments and professor would not give us a proper reply in class instructions were very unclear often contradicted written instructions the,professor,taught very enthusiastically and integrated interesting activities into the lectures she provided us the opportunity towrite journals and submit them in order to receive participation marks this further proved that she took into consideration thosewho were a bit more reserved
28,Comment for Q7,18,in class were very vague hard to complete assignments and professor would not give us a proper reply in class instructions were very unclear often contradicted written instructions the professor taught very enthusiastically and integrated interesting activities into the lectures,she,provided us the opportunity towrite journals and submit them in order to receive participation marks this further proved that she took into consideration thosewho were a bit more reserved than others this course is a little difficulti often don't understand
28,Comment for Q7,19,class were very vague hard to complete assignments and professor would not give us a proper reply in class instructions were very unclear often contradicted written instructions the professor taught very enthusiastically and integrated interesting activities into the lectures she,provided,us the opportunity towrite journals and submit them in order to receive participation marks this further proved that she took into consideration thosewho were a bit more reserved than others this course is a little difficulti often don't understand what
28,Comment for Q7,20,were very vague hard to complete assignments and professor would not give us a proper reply in class instructions were very unclear often contradicted written instructions the professor taught very enthusiastically and integrated interesting activities into the lectures she provided,us,the opportunity towrite journals and submit them in order to receive participation marks this further proved that she took into consideration thosewho were a bit more reserved than others this course is a little difficulti often don't understand what professor
28,Comment for Q7,21,and professor would not give us a proper reply in class instructions were very unclear often contradicted written instructions the professor taught very enthusiastically and integrated interesting activities into the lectures she provided us the opportunity towrite journals and submit,them,in order to receive participation marks this further proved that she took into consideration thosewho were a bit more reserved than others this course is a little difficulti often don't understand what professor are trying to teach us and found
28,Comment for Q7,22,us a proper reply in class instructions were very unclear often contradicted written instructions the professor taught very enthusiastically and integrated interesting activities into the lectures she provided us the opportunity towrite journals and submit them in order to receive,participation,marks this further proved that she took into consideration thosewho were a bit more reserved than others this course is a little difficulti often don't understand what professor are trying to teach us and found it hard to keep up
28,Comment for Q7,23,instructions were very unclear often contradicted written instructions the professor taught very enthusiastically and integrated interesting activities into the lectures she provided us the opportunity towrite journals and submit them in order to receive participation marks this further proved that,she,took into consideration thosewho were a bit more reserved than others this course is a little difficulti often don't understand what professor are trying to teach us and found it hard to keep up good :) the course was informative
28,Comment for Q7,24,us the opportunity towrite journals and submit them in order to receive participation marks this further proved that she took into consideration thosewho were a bit more reserved than others this course is a little difficulti often don't understand what,professor,are trying to teach us and found it hard to keep up good :) the course was informative although the assignments were a bit confusing to comprehend professor r cares greatly about her students and has a great interest in
28,Comment for Q7,25,journals and submit them in order to receive participation marks this further proved that she took into consideration thosewho were a bit more reserved than others this course is a little difficulti often don't understand what professor are trying to,teach,us and found it hard to keep up good :) the course was informative although the assignments were a bit confusing to comprehend professor r cares greatly about her students and has a great interest in making the learning experience
28,Comment for Q7,26,and submit them in order to receive participation marks this further proved that she took into consideration thosewho were a bit more reserved than others this course is a little difficulti often don't understand what professor are trying to teach,us,and found it hard to keep up good :) the course was informative although the assignments were a bit confusing to comprehend professor r cares greatly about her students and has a great interest in making the learning experience for
28,Comment for Q7,27,she took into consideration thosewho were a bit more reserved than others this course is a little difficulti often don't understand what professor are trying to teach us and found it hard to keep up good :) the course was,informative,although the assignments were a bit confusing to comprehend professor r cares greatly about her students and has a great interest in making the learning experience for her students better every week she does some form of an activity to
28,Comment for Q7,28,than others this course is a little difficulti often don't understand what professor are trying to teach us and found it hard to keep up good :) the course was informative although the assignments were a bit confusing to comprehend,professor,r cares greatly about her students and has a great interest in making the learning experience for her students better every week she does some form of an activity to make it interactive and makes us learn without feeling like
28,Comment for Q7,29,this course is a little difficulti often don't understand what professor are trying to teach us and found it hard to keep up good :) the course was informative although the assignments were a bit confusing to comprehend professor r,cares,greatly about her students and has a great interest in making the learning experience for her students better every week she does some form of an activity to make it interactive and makes us learn without feeling like we have
28,Comment for Q7,30,a little difficulti often don't understand what professor are trying to teach us and found it hard to keep up good :) the course was informative although the assignments were a bit confusing to comprehend professor r cares greatly about,her,students and has a great interest in making the learning experience for her students better every week she does some form of an activity to make it interactive and makes us learn without feeling like we have knowledgebeing shoved down
28,Comment for Q7,31,little difficulti often don't understand what professor are trying to teach us and found it hard to keep up good :) the course was informative although the assignments were a bit confusing to comprehend professor r cares greatly about her,students,and has a great interest in making the learning experience for her students better every week she does some form of an activity to make it interactive and makes us learn without feeling like we have knowledgebeing shoved down our
28,Comment for Q7,32,to teach us and found it hard to keep up good :) the course was informative although the assignments were a bit confusing to comprehend professor r cares greatly about her students and has a great interest in making the,learning,experience for her students better every week she does some form of an activity to make it interactive and makes us learn without feeling like we have knowledgebeing shoved down our throats very confusing instructions professor did not attempt to
28,Comment for Q7,33,and found it hard to keep up good :) the course was informative although the assignments were a bit confusing to comprehend professor r cares greatly about her students and has a great interest in making the learning experience for,her,students better every week she does some form of an activity to make it interactive and makes us learn without feeling like we have knowledgebeing shoved down our throats very confusing instructions professor did not attempt to try to understand
28,Comment for Q7,34,found it hard to keep up good :) the course was informative although the assignments were a bit confusing to comprehend professor r cares greatly about her students and has a great interest in making the learning experience for her,students,better every week she does some form of an activity to make it interactive and makes us learn without feeling like we have knowledgebeing shoved down our throats very confusing instructions professor did not attempt to try to understand what
28,Comment for Q7,35,keep up good :) the course was informative although the assignments were a bit confusing to comprehend professor r cares greatly about her students and has a great interest in making the learning experience for her students better every week,she,does some form of an activity to make it interactive and makes us learn without feeling like we have knowledgebeing shoved down our throats very confusing instructions professor did not attempt to try to understand what students were saying or
28,Comment for Q7,36,bit confusing to comprehend professor r cares greatly about her students and has a great interest in making the learning experience for her students better every week she does some form of an activity to make it interactive and makes,us,learn without feeling like we have knowledgebeing shoved down our throats very confusing instructions professor did not attempt to try to understand what students were saying or asking therefore herresponses and or instructions were not clear or effectively answering student's
28,Comment for Q7,37,confusing to comprehend professor r cares greatly about her students and has a great interest in making the learning experience for her students better every week she does some form of an activity to make it interactive and makes us,learn,without feeling like we have knowledgebeing shoved down our throats very confusing instructions professor did not attempt to try to understand what students were saying or asking therefore herresponses and or instructions were not clear or effectively answering student's concerns
28,Comment for Q7,38,r cares greatly about her students and has a great interest in making the learning experience for her students better every week she does some form of an activity to make it interactive and makes us learn without feeling like,we,have knowledgebeing shoved down our throats very confusing instructions professor did not attempt to try to understand what students were saying or asking therefore herresponses and or instructions were not clear or effectively answering student's concerns the prof was very
28,Comment for Q7,39,students and has a great interest in making the learning experience for her students better every week she does some form of an activity to make it interactive and makes us learn without feeling like we have knowledgebeing shoved down,our,throats very confusing instructions professor did not attempt to try to understand what students were saying or asking therefore herresponses and or instructions were not clear or effectively answering student's concerns the prof was very organized and planned the lectures
28,Comment for Q7,40,great interest in making the learning experience for her students better every week she does some form of an activity to make it interactive and makes us learn without feeling like we have knowledgebeing shoved down our throats very confusing,instructions,professor did not attempt to try to understand what students were saying or asking therefore herresponses and or instructions were not clear or effectively answering student's concerns the prof was very organized and planned the lectures with great detail however
28,Comment for Q7,41,interest in making the learning experience for her students better every week she does some form of an activity to make it interactive and makes us learn without feeling like we have knowledgebeing shoved down our throats very confusing instructions,professor,did not attempt to try to understand what students were saying or asking therefore herresponses and or instructions were not clear or effectively answering student's concerns the prof was very organized and planned the lectures with great detail however some
28,Comment for Q7,42,better every week she does some form of an activity to make it interactive and makes us learn without feeling like we have knowledgebeing shoved down our throats very confusing instructions professor did not attempt to try to understand what,students,were saying or asking therefore herresponses and or instructions were not clear or effectively answering student's concerns the prof was very organized and planned the lectures with great detail however some of the slides were very clustered and theywere skimmed
28,Comment for Q7,43,week she does some form of an activity to make it interactive and makes us learn without feeling like we have knowledgebeing shoved down our throats very confusing instructions professor did not attempt to try to understand what students were,saying,or asking therefore herresponses and or instructions were not clear or effectively answering student's concerns the prof was very organized and planned the lectures with great detail however some of the slides were very clustered and theywere skimmed over quickly
28,Comment for Q7,44,does some form of an activity to make it interactive and makes us learn without feeling like we have knowledgebeing shoved down our throats very confusing instructions professor did not attempt to try to understand what students were saying or,asking,therefore herresponses and or instructions were not clear or effectively answering student's concerns the prof was very organized and planned the lectures with great detail however some of the slides were very clustered and theywere skimmed over quickly it was
28,Comment for Q7,45,activity to make it interactive and makes us learn without feeling like we have knowledgebeing shoved down our throats very confusing instructions professor did not attempt to try to understand what students were saying or asking therefore herresponses and or,instructions,were not clear or effectively answering student's concerns the prof was very organized and planned the lectures with great detail however some of the slides were very clustered and theywere skimmed over quickly it was good and interestingfree envrionmemt where
28,Comment for Q7,46,makes us learn without feeling like we have knowledgebeing shoved down our throats very confusing instructions professor did not attempt to try to understand what students were saying or asking therefore herresponses and or instructions were not clear or effectively,answering,student's concerns the prof was very organized and planned the lectures with great detail however some of the slides were very clustered and theywere skimmed over quickly it was good and interestingfree envrionmemt where studetns feel comfortable to opin8 please
28,Comment for Q7,47,us learn without feeling like we have knowledgebeing shoved down our throats very confusing instructions professor did not attempt to try to understand what students were saying or asking therefore herresponses and or instructions were not clear or effectively answering,student's,concerns the prof was very organized and planned the lectures with great detail however some of the slides were very clustered and theywere skimmed over quickly it was good and interestingfree envrionmemt where studetns feel comfortable to opin8 please comment
28,Comment for Q7,48,feeling like we have knowledgebeing shoved down our throats very confusing instructions professor did not attempt to try to understand what students were saying or asking therefore herresponses and or instructions were not clear or effectively answering student's concerns the,prof,was very organized and planned the lectures with great detail however some of the slides were very clustered and theywere skimmed over quickly it was good and interestingfree envrionmemt where studetns feel comfortable to opin8 please comment on any assistance
28,Comment for Q7,49,answering student's concerns the prof was very organized and planned the lectures with great detail however some of the slides were very clustered and theywere skimmed over quickly it was good and interestingfree envrionmemt where studetns feel comfortable to opin8,please,comment on any assistance that was available to support your learning in this course comments b the flow of lectures especially those lectures meant to be a work period was very confusing i think if we had a goal for
28,Comment for Q7,50,student's concerns the prof was very organized and planned the lectures with great detail however some of the slides were very clustered and theywere skimmed over quickly it was good and interestingfree envrionmemt where studetns feel comfortable to opin8 please,comment,on any assistance that was available to support your learning in this course comments b the flow of lectures especially those lectures meant to be a work period was very confusing i think if we had a goal for the
28,Comment for Q7,51,prof was very organized and planned the lectures with great detail however some of the slides were very clustered and theywere skimmed over quickly it was good and interestingfree envrionmemt where studetns feel comfortable to opin8 please comment on any,assistance,that was available to support your learning in this course comments b the flow of lectures especially those lectures meant to be a work period was very confusing i think if we had a goal for the end ofthe class
28,Comment for Q7,52,planned the lectures with great detail however some of the slides were very clustered and theywere skimmed over quickly it was good and interestingfree envrionmemt where studetns feel comfortable to opin8 please comment on any assistance that was available to,support,your learning in this course comments b the flow of lectures especially those lectures meant to be a work period was very confusing i think if we had a goal for the end ofthe class and were allowed to work
28,Comment for Q7,53,the lectures with great detail however some of the slides were very clustered and theywere skimmed over quickly it was good and interestingfree envrionmemt where studetns feel comfortable to opin8 please comment on any assistance that was available to support,your,learning in this course comments b the flow of lectures especially those lectures meant to be a work period was very confusing i think if we had a goal for the end ofthe class and were allowed to work independently
28,Comment for Q7,54,lectures with great detail however some of the slides were very clustered and theywere skimmed over quickly it was good and interestingfree envrionmemt where studetns feel comfortable to opin8 please comment on any assistance that was available to support your,learning,in this course comments b the flow of lectures especially those lectures meant to be a work period was very confusing i think if we had a goal for the end ofthe class and were allowed to work independently that
28,Comment for Q8,55,feel comfortable to opin8 please comment on any assistance that was available to support your learning in this course comments b the flow of lectures especially those lectures meant to be a work period was very confusing i think if,we,had a goal for the end ofthe class and were allowed to work independently that would have been a lot simpler and more efficient instead everyone wasconfused unnecessarily most of the timeprofessor open to answer questions after class weekly journal
28,Comment for Q8,56,available to support your learning in this course comments b the flow of lectures especially those lectures meant to be a work period was very confusing i think if we had a goal for the end ofthe class and were,allowed,to work independently that would have been a lot simpler and more efficient instead everyone wasconfused unnecessarily most of the timeprofessor open to answer questions after class weekly journal were usefulgenerous office hours both in person and virtual google hangouts
28,Comment for Q8,57,those lectures meant to be a work period was very confusing i think if we had a goal for the end ofthe class and were allowed to work independently that would have been a lot simpler and more efficient instead,everyone,wasconfused unnecessarily most of the timeprofessor open to answer questions after class weekly journal were usefulgenerous office hours both in person and virtual google hangouts and skype office hoursthe professor mentioned that if we ever wanted to schedule an appointment
28,Comment for Q8,58,very confusing i think if we had a goal for the end ofthe class and were allowed to work independently that would have been a lot simpler and more efficient instead everyone wasconfused unnecessarily most of the timeprofessor open to,answer,questions after class weekly journal were usefulgenerous office hours both in person and virtual google hangouts and skype office hoursthe professor mentioned that if we ever wanted to schedule an appointment with her we had the option to speak in
28,Comment for Q8,59,a goal for the end ofthe class and were allowed to work independently that would have been a lot simpler and more efficient instead everyone wasconfused unnecessarily most of the timeprofessor open to answer questions after class weekly journal were,usefulgenerous,office hours both in person and virtual google hangouts and skype office hoursthe professor mentioned that if we ever wanted to schedule an appointment with her we had the option to speak in person duringher office hours or set up
28,Comment for Q8,60,ofthe class and were allowed to work independently that would have been a lot simpler and more efficient instead everyone wasconfused unnecessarily most of the timeprofessor open to answer questions after class weekly journal were usefulgenerous office hours both in,person,and virtual google hangouts and skype office hoursthe professor mentioned that if we ever wanted to schedule an appointment with her we had the option to speak in person duringher office hours or set up a skype appointment read the
28,Comment for Q8,61,allowed to work independently that would have been a lot simpler and more efficient instead everyone wasconfused unnecessarily most of the timeprofessor open to answer questions after class weekly journal were usefulgenerous office hours both in person and virtual google,hangouts,and skype office hoursthe professor mentioned that if we ever wanted to schedule an appointment with her we had the option to speak in person duringher office hours or set up a skype appointment read the textbookna xe2 x80 x93
28,Comment for Q8,62,would have been a lot simpler and more efficient instead everyone wasconfused unnecessarily most of the timeprofessor open to answer questions after class weekly journal were usefulgenerous office hours both in person and virtual google hangouts and skype office hoursthe,professor,mentioned that if we ever wanted to schedule an appointment with her we had the option to speak in person duringher office hours or set up a skype appointment read the textbookna xe2 x80 x93 we were assured that she
28,Comment for Q8,63,have been a lot simpler and more efficient instead everyone wasconfused unnecessarily most of the timeprofessor open to answer questions after class weekly journal were usefulgenerous office hours both in person and virtual google hangouts and skype office hoursthe professor,mentioned,that if we ever wanted to schedule an appointment with her we had the option to speak in person duringher office hours or set up a skype appointment read the textbookna xe2 x80 x93 we were assured that she was
28,Comment for Q8,64,lot simpler and more efficient instead everyone wasconfused unnecessarily most of the timeprofessor open to answer questions after class weekly journal were usefulgenerous office hours both in person and virtual google hangouts and skype office hoursthe professor mentioned that if,we,ever wanted to schedule an appointment with her we had the option to speak in person duringher office hours or set up a skype appointment read the textbookna xe2 x80 x93 we were assured that she was available to contact
28,Comment for Q8,65,unnecessarily most of the timeprofessor open to answer questions after class weekly journal were usefulgenerous office hours both in person and virtual google hangouts and skype office hoursthe professor mentioned that if we ever wanted to schedule an appointment with,her,we had the option to speak in person duringher office hours or set up a skype appointment read the textbookna xe2 x80 x93 we were assured that she was available to contact if we have any questions with our assignmentsshe
28,Comment for Q8,66,most of the timeprofessor open to answer questions after class weekly journal were usefulgenerous office hours both in person and virtual google hangouts and skype office hoursthe professor mentioned that if we ever wanted to schedule an appointment with her,we,had the option to speak in person duringher office hours or set up a skype appointment read the textbookna xe2 x80 x93 we were assured that she was available to contact if we have any questions with our assignmentsshe was
28,Comment for Q8,67,to answer questions after class weekly journal were usefulgenerous office hours both in person and virtual google hangouts and skype office hoursthe professor mentioned that if we ever wanted to schedule an appointment with her we had the option to,speak,in person duringher office hours or set up a skype appointment read the textbookna xe2 x80 x93 we were assured that she was available to contact if we have any questions with our assignmentsshe was always open to helping students
28,Comment for Q8,68,questions after class weekly journal were usefulgenerous office hours both in person and virtual google hangouts and skype office hoursthe professor mentioned that if we ever wanted to schedule an appointment with her we had the option to speak in,person,duringher office hours or set up a skype appointment read the textbookna xe2 x80 x93 we were assured that she was available to contact if we have any questions with our assignmentsshe was always open to helping students powerpoints office
28,Comment for Q8,69,and skype office hoursthe professor mentioned that if we ever wanted to schedule an appointment with her we had the option to speak in person duringher office hours or set up a skype appointment read the textbookna xe2 x80 x93,we,were assured that she was available to contact if we have any questions with our assignmentsshe was always open to helping students powerpoints office hours xcd xbe in class workshops for assignments she was always available to help during office
28,Comment for Q8,70,office hoursthe professor mentioned that if we ever wanted to schedule an appointment with her we had the option to speak in person duringher office hours or set up a skype appointment read the textbookna xe2 x80 x93 we were,assured,that she was available to contact if we have any questions with our assignmentsshe was always open to helping students powerpoints office hours xcd xbe in class workshops for assignments she was always available to help during office hours not
28,Comment for Q8,71,professor mentioned that if we ever wanted to schedule an appointment with her we had the option to speak in person duringher office hours or set up a skype appointment read the textbookna xe2 x80 x93 we were assured that,she,was available to contact if we have any questions with our assignmentsshe was always open to helping students powerpoints office hours xcd xbe in class workshops for assignments she was always available to help during office hours not only about
28,Comment for Q8,72,wanted to schedule an appointment with her we had the option to speak in person duringher office hours or set up a skype appointment read the textbookna xe2 x80 x93 we were assured that she was available to contact if,we,have any questions with our assignmentsshe was always open to helping students powerpoints office hours xcd xbe in class workshops for assignments she was always available to help during office hours not only about course work but for career guidance
28,Comment for Q8,73,with her we had the option to speak in person duringher office hours or set up a skype appointment read the textbookna xe2 x80 x93 we were assured that she was available to contact if we have any questions with,our,assignmentsshe was always open to helping students powerpoints office hours xcd xbe in class workshops for assignments she was always available to help during office hours not only about course work but for career guidance as well prof was always
